# Total stock price Spanish market (x1000 eur) Jan 1991 to May 2006. 
Stock_Price
1737130,00
2714250,00
2940488,00
2349157,00
2553893,00
2213314,00
3203715,00
2055759,00
1768904,00
1843538,00
2302694,00
2795086,00
2200612,00
2370295,00
2342503,00
2315854,00
2563877,00
1888201,00
2085921,00
1309899,00
2218993,00
2374157,00
2267839,00
2851158,00
2274057,00
2272810,00
2939183,00
2272905,00
3756651,00
2876701,00
3327770,00
3315269,00
3004172,00
3749034,00
4895676,00
4567739,00
5255279,00
4861025,00
5242637,00
4021564,00
6216543,00
5716195,00
4848509,00
3526819,00
3646186,00
3491971,00
3535095,00
4716371,00
3706097,00
3720945,00
4033999,00
4608723,00
4245336,00
3299698,00
4160960,00
3582588,00
2989567,00
5500942,00
4024187,00
4430882,00
7301371,00
7164225,00
6858625,00
6161209,00
5485360,00
5417805,00
6111270,00
3497838,00
4788701,00
7320320,00
7691067,00
9346925,00
13756990,00
13681669,00
10132229,00
12436361,00
13941351,00
15226352,00
14776485,00
8189557,00
12238356,00
21432182,00
11242188,00
16207462,00
17616124,00
21654394,00
26271102,00
24606664,00
19864982,00
29439364,00
20332226,00
17901616,00
22855380,00
20888908,00
19716592,00
20128812,00
26809392,00
20486714,00
22798700,00
35577924,00
22417302,00
20601846,00
31864752,00
13218958,00
18365614,00
20088548,00
26970020,00
32775590,00
53200648,00
38971264,00
49564248,00
32613744,00
39210700,00
39897540,00
44591060,00
34906092,00
36642112,00
42493464,00
45111148,00
35778608,00
46693424,00
36839084,00
39496348,00
36348472,00
36796044,00
38625124,00
35965460,00
27564532,00
34706452,00
35415984,00
38515200,00
38413392,00
43635912,00
36742892,00
37959048,00
41777376,00
40467308,00
39763404,00
47539096,00
25306276,00
30202260,00
38381668,00
32217584,00
31078176,00
48432400,00
27106418,00
38411564,00
38139176,00
37155544,00
46773012,00
56329208,00
30058018,00
43489572,00
45570496,00
39690268,00
48589328,00
61275808,00
48756568,00
61388744,00
55268488,00
58788464,00
57168220,00
56270924,00
32631634,00
44140632,00
59227960,00
57052084,00
51572028,00
76048632,00
66419072,00
62721688,00
75282280,00
71093832,00
76058888,00
82378688,00
57371312,00
73796432,00
82639368,00
69451448,00
60708984,00
98820792,00
84021056,00
89034288,00
77956176,00
91044504,00
